timestamp,calib_mag,calib_accel,calib_gyro,calib_sys,lacc_x,lacc_y,lacc_z,gyro_x,gyro_y,gyro_z,label
69.59,3,0,3,2,0.6200,-3.9200,0.3800,24.0000,-8.1875,-38.2500,moving
69.60,3,0,3,2,1.3500,-2.3500,1.6000,16.7500,-2.2500,-40.0625,moving
69.61,3,0,3,2,1.6100,-1.7200,-4.2500,2.7500,39.8750,-40.7500,moving
69.62,3,0,3,2,0.6700,1.0400,-2.1100,-2.0625,29.8125,-42.3750,moving
69.63,3,0,3,2,0.1700,2.0400,-2.6000,14.8750,-53.0625,-25.8750,moving
69.64,3,0,3,2,-1.0900,3.8200,-0.3200,53.1875,-25.4375,-27.4375,moving
69.65,3,0,3,2,-0.8500,4.1900,-1.1200,67.9375,-20.6875,-24.5625,moving
69.66,3,0,3,2,-1.6700,4.6000,-1.2000,56.8750,-8.3125,-23.0000,moving
69.67,3,0,3,2,-1.8300,4.7200,-1.6000,45.9375,10.8750,-15.8125,moving
69.68,3,0,3,2,-2.7300,5.6400,-2.5400,40.0000,29.3125,-3.1875,moving
69.69,3,0,3,2,-2.8800,5.4400,-1.7000,33.0625,34.9375,9.0000,moving
69.70,3,0,3,2,-1.9500,5.1300,-1.9100,23.8750,53.1250,13.6875,moving
69.71,3,0,3,2,-0.8400,2.7200,-2.9100,15.3750,69.2500,10.6875,moving
69.72,3,0,3,2,-0.9100,2.7700,-3.5900,7.8125,50.3750,11.3125,moving
69.73,3,0,3,2,-0.0700,1.9000,-3.4800,7.3750,40.4375,18.8125,moving
69.74,3,0,3,2,-0.1400,3.2800,-3.9200,8.1875,38.8750,24.6875,moving
69.75,3,0,3,2,0.5600,3.5600,-2.5100,10.2500,33.6250,32.2500,moving
69.76,3,0,3,2,1.1900,3.3500,-2.9900,17.1875,23.8125,34.3125,moving
69.77,3,0,3,2,1.1000,3.0000,-2.3700,13.4375,11.5625,36.3125,moving
69.78,3,0,3,2,1.1700,1.9300,-1.4600,13.4375,2.8125,40.2500,moving
69.79,3,0,3,2,0.8300,1.2300,-0.8600,6.1250,1.2500,43.0000,moving
69.80,3,0,3,2,0.6900,0.5900,-0.4600,-3.8750,-8.1875,43.9375,moving
69.81,3,0,3,2,0.1600,-0.1600,0.2100,-17.3750,-32.0000,42.1250,moving
69.82,3,0,3,2,-0.2800,-2.1500,1.2900,-30.1875,-68.6875,36.3750,moving
69.83,3,0,3,2,0.0100,-2.8600,2.8400,-39.7500,-106.3125,27.8750,moving
69.84,3,0,3,2,0.5200,-3.8400,4.3000,-49.7500,-114.4375,14.0000,moving
69.85,3,0,3,2,-0.0200,-3.7000,5.4000,-55.9375,-61.7500,2.2500,moving
69.86,3,0,3,2,1.6100,-3.4300,5.0300,-53.9375,-15.4375,-3.4375,moving
69.87,3,0,3,2,1.8500,-3.9000,3.7900,-50.4375,-9.5000,-3.9375,moving
69.88,3,0,3,2,0.4000,-3.0800,2.9800,-36.0000,10.7500,13.3125,moving
69.89,3,0,3,2,-1.0700,-3.1100,3.1100,-16.1250,24.0000,27.5000,moving
69.90,3,0,3,2,-1.0000,-3.5200,2.3500,-14.0000,27.3750,30.1250,moving
69.91,3,0,3,2,-0.5200,-3.9100,2.1100,-30.5625,34.7500,19.5000,moving
69.92,3,0,3,2,-0.6300,-4.6300,1.6700,-35.5000,34.5000,8.5625,moving
69.93,3,0,3,2,0.3200,-5.6500,1.6100,-28.1250,17.8750,-4.3125,moving
69.94,3,0,3,2,0.4400,-5.7900,1.5900,-5.5625,-21.7500,-13.0625,moving
69.95,3,0,3,2,0.5800,-5.5600,1.5500,3.5625,-35.5000,-26.8750,moving
69.96,3,0,3,2,1.5800,-5.0500,2.1400,6.3750,-44.2500,-39.1250,moving
69.97,3,0,3,2,2.2100,-4.1300,2.6000,10.9375,-37.5000,-49.5000,moving
69.98,3,0,3,2,2.4600,-3.5400,2.3600,13.3125,-35.8750,-50.2500,moving
69.99,3,0,3,2,2.1900,-2.5900,1.2400,8.7500,-31.8750,-40.3125,moving
70.00,3,0,3,2,2.1300,-1.2900,-0.6900,8.7500,-31.8750,-40.3125,moving
70.01,3,0,3,2,2.0100,-1.0800,-1.4900,21.3750,-25.1875,-44.4375,moving
70.02,3,0,3,2,1.7000,-0.7900,-1.5300,34.9375,-21.9375,-51.1250,moving
70.03,3,0,3,2,1.0800,0.2800,-1.5900,38.6250,-24.8750,-55.1875,moving
70.04,3,0,3,1,0.7800,1.0600,-1.6900,19.1250,-37.8750,-50.7500,moving
70.05,3,0,3,1,0.3000,1.9600,-1.8900,16.7500,-24.7500,-43.0625,moving
70.06,3,0,3,1,-0.5600,2.9100,-2.1400,16.7500,-24.7500,-43.0625,moving
70.07,3,0,3,1,-1.7800,4.5700,-1.8700,26.6875,16.6250,-33.1875,moving
70.08,3,0,3,1,-2.3300,5.3600,-2.0300,24.3750,19.1875,-27.2500,moving
70.09,3,0,3,1,-2.8000,4.8300,-1.2600,20.3125,31.0000,-19.7500,moving
70.10,3,0,3,1,-3.1500,6.5300,-3.0600,13.1875,42.5625,-11.4375,moving
70.11,3,0,3,1,-2.9500,5.7000,-2.5700,11.4375,44.5000,-4.0000,moving
70.12,3,0,3,1,-2.2500,4.7300,-2.8400,5.2500,44.5000,4.5625,moving
70.13,3,0,3,1,-1.9000,6.4200,-2.9300,-9.5625,49.5625,13.2500,moving
70.14,3,0,3,1,-1.2200,5.3700,-4.0700,-14.0000,46.3750,13.6250,moving
70.15,3,0,3,1,-0.8700,4.9700,-3.9800,-10.3750,28.0625,16.8750,moving
70.16,3,0,3,1,-0.3600,4.3600,-4.0600,-7.0625,13.4375,20.4375,moving
70.17,3,0,3,1,0.3100,3.8800,-3.5100,-6.8125,2.0625,26.0000,moving
70.18,3,0,3,1,0.4400,2.9800,-2.9200,-11.3750,1.1875,31.6875,moving
70.19,3,0,3,1,0.6900,2.6900,-2.6400,-18.0000,2.1875,34.5625,moving
70.20,3,0,3,1,0.8400,2.3800,-2.6000,-24.1250,4.2500,36.2500,moving
70.21,3,0,3,1,1.1200,1.6500,-1.7400,-24.6250,10.5000,40.7500,moving
70.22,3,0,3,1,0.7900,1.5000,-1.3500,-23.6250,6.5000,50.0000,moving
70.23,3,0,3,1,0.5100,1.3300,-1.0300,-20.8125,-9.4375,59.4375,moving
70.24,3,0,3,1,0.1300,1.1600,-0.5700,-20.0000,-32.1250,66.6250,moving
70.25,3,0,3,1,-0.3800,0.3300,0.5100,-25.7500,-57.0000,68.1875,moving
70.26,3,0,3,1,-0.3600,-0.6800,1.3700,-39.8125,-69.7500,62.1875,moving
70.27,3,0,3,1,-0.5200,-1.8100,2.5600,-54.1250,-69.8750,52.4375,moving
70.28,3,0,3,1,-0.1500,-4.3800,5.4100,-53.9375,-25.8125,39.8125,moving
70.29,3,0,3,1,-1.1100,-4.5500,4.1700,-61.0000,-9.5625,24.6875,moving
70.30,3,0,3,1,0.1500,-6.2500,4.5100,-50.8125,-23.2500,8.3125,moving
70.31,3,0,3,1,1.0900,-7.3200,4.9300,-16.3125,13.8750,-1.4375,moving
70.32,3,0,3,1,1.6700,-8.0300,5.0000,3.9375,43.9375,-4.3750,moving
70.33,3,0,3,1,1.5200,-7.6700,5.2500,8.8125,51.5000,5.0625,moving
70.34,3,0,3,1,0.7000,-6.6400,4.7200,-9.1875,54.0000,14.7500,moving
70.35,3,0,3,1,0.8500,-6.0800,2.3600,-19.0625,40.8125,23.1875,moving
70.36,3,0,3,1,-1.5600,-3.8200,1.2500,-21.6875,25.3750,24.1875,moving
70.37,3,0,3,1,-2.0700,-3.6500,-0.3600,-11.6250,-8.0000,1.5625,moving
70.38,3,0,3,1,-0.6600,-4.3600,0.9400,16.6250,-45.6250,-24.6875,moving
70.39,3,0,3,1,1.0300,-5.4400,2.5500,26.0000,-51.3750,-40.1875,moving
70.40,3,0,3,1,1.7400,-5.5700,2.8900,30.0000,-40.9375,-45.6875,moving
70.41,3,0,3,1,2.2400,-5.4200,2.5800,32.4375,-28.3750,-45.0625,moving
70.42,3,0,3,1,2.3800,-4.7300,1.9100,37.3750,-23.6250,-39.3750,moving
70.43,3,0,3,1,1.3600,-3.4100,1.3200,40.8750,-22.3125,-36.5625,moving
70.44,3,0,3,1,1.2300,-2.4300,0.4200,36.0625,-23.9375,-42.6250,moving
70.45,3,0,3,1,1.1100,-1.8900,-0.5800,30.1875,-40.1250,-52.7500,moving
70.46,3,0,3,1,1.5300,-1.7900,-1.8700,29.1875,-57.1250,-61.4375,moving
70.47,3,0,3,1,1.3800,-1.0300,-1.5700,32.0625,-64.5625,-64.1875,moving
70.48,3,0,3,1,1.0000,-0.0800,-1.0100,33.7500,-58.7500,-63.6875,moving
70.49,3,0,3,0,0.6000,1.0900,-0.3700,36.1875,-43.6875,-59.6250,moving
70.50,3,0,3,0,-0.2600,3.5900,-0.7100,38.8750,-21.6250,-56.9375,moving
70.51,3,0,3,0,-0.9400,4.6700,-1.6500,45.7500,-1.8125,-50.6875,moving
70.52,3,0,3,0,-1.6800,6.0500,-2.5800,53.5625,21.0000,-41.9375,moving
70.53,3,0,3,0,-2.3300,7.7700,-4.5800,58.5625,56.1250,-36.3125,moving
70.54,3,0,3,0,-2.4700,7.1500,-5.2200,47.8125,74.4375,-31.9375,moving
70.55,3,0,3,0,-1.9700,6.5700,-4.8000,32.5625,73.6250,-21.1250,moving
70.56,3,0,3,0,-1.6800,5.6900,-4.2300,8.4375,81.8750,-5.1875,moving
70.57,3,0,3,0,-2.1600,7.3600,-6.2100,-25.8750,76.5625,4.7500,moving
70.58,3,0,3,0,-2.2600,6.6600,-5.8100,-37.4375,33.3125,5.9375,moving
70.59,3,0,3,0,-1.6500,5.3400,-5.0100,-30.8750,3.0625,6.0000,moving
70.60,3,0,3,0,-1.1100,4.8100,-3.8800,-18.6875,-11.1250,9.4375,moving
70.61,3,0,3,0,-0.3200,2.3000,-2.8300,-12.9375,-35.5625,13.8125,moving
70.62,3,0,3,0,0.5100,2.2200,-2.5900,-10.6250,-42.9375,20.4375,moving
70.63,3,0,3,0,0.7700,1.7500,-2.2600,0.1875,-33.9375,29.6250,moving
70.64,3,0,3,0,1.3000,1.7600,-2.4300,9.6875,-15.8750,43.8750,moving
70.65,3,0,3,0,1.5900,1.7900,-2.1800,12.0000,4.6875,56.1250,moving
70.66,3,0,3,0,1.8800,1.8600,-2.4200,11.5000,33.8125,68.3750,moving
70.67,3,0,3,0,1.9300,2.3700,-2.8100,8.1875,47.2500,81.6875,moving
70.68,3,0,3,0,1.5800,2.9000,-1.8600,2.7500,40.0625,90.2500,moving
70.69,3,0,3,0,1.2900,2.8300,-0.9100,-4.3125,29.0000,94.5625,moving
70.70,3,0,3,0,0.8100,2.5000,-0.1200,-14.1875,19.0625,95.1250,moving
70.71,3,0,3,0,-0.4500,1.2800,1.2200,-26.5625,6.5625,90.7500,moving
70.72,3,0,3,0,-0.6900,0.2400,3.1800,-34.8125,-2.6250,83.9375,moving
70.73,3,0,3,0,-0.7800,-1.6700,4.0100,-39.0625,9.5625,74.8125,moving
70.74,3,0,3,0,-1.3600,-3.3600,3.3100,-48.3750,8.5000,58.9375,moving
70.75,3,0,3,0,-1.0500,-8.4400,4.7200,-35.3750,-17.0000,36.0000,moving
70.76,3,0,3,0,-1.4000,-10.3900,5.7500,-2.2500,7.8750,10.2500,moving
70.77,3,0,3,0,-2.0000,-11.5700,6.9900,12.5000,40.3750,-25.6875,moving
70.78,3,0,3,0,-1.1100,-12.2300,7.7600,-1.2500,48.8125,-48.0625,moving
70.79,3,0,3,0,2.0000,-8.0400,6.4900,-29.5000,36.3125,-33.1250,moving
70.80,3,0,3,0,1.6800,-5.2300,5.6300,-32.2500,23.5000,2.7500,moving
70.81,3,0,3,0,0.4500,-3.6300,5.0300,-19.0000,34.1250,27.8125,moving
70.82,3,0,3,0,-1.6200,-1.7200,3.0800,-9.7500,37.2500,44.5625,moving
70.83,3,0,3,0,-3.6800,-1.6400,2.8200,2.9375,14.9375,43.9375,moving
70.84,3,0,3,0,-3.2700,-3.1700,2.7800,12.7500,-10.0625,7.0000,moving
70.85,3,0,3,0,-0.7300,-5.5300,3.4400,16.6875,-24.6875,-20.0000,moving
70.86,3,0,3,0,-0.3600,-6.5500,2.1600,20.4375,-25.5625,-26.3750,moving
70.87,3,0,3,0,-0.5700,-6.7800,2.1900,31.1250,-34.0625,-33.8125,moving
70.88,3,0,3,0,-0.1600,-6.5000,2.1400,32.9375,-44.5625,-45.4375,moving
70.89,3,0,3,0,1.1700,-4.4100,1.6800,29.1250,-46.2500,-56.0625,moving
70.90,3,0,3,0,1.2100,-3.1500,1.2300,26.0625,-38.3750,-64.0625,moving
70.91,3,0,3,0,0.9300,-1.9200,0.7700,23.8125,-36.6875,-69.4375,moving
70.92,3,0,3,0,0.5500,-0.8400,0.5000,23.0000,-41.6250,-74.5625,moving
70.93,3,0,3,0,0.2600,0.4700,-0.1100,24.4375,-43.6875,-76.9375,moving
70.94,3,0,3,0,0.1400,0.9400,-0.3200,30.0625,-39.3125,-76.9375,moving
70.95,3,0,3,0,0.0100,1.4600,-0.7000,40.0000,-37.2500,-75.9375,moving
70.96,3,0,3,0,-0.1900,2.8800,-0.3000,52.4375,-40.7500,-75.1875,moving
70.97,3,0,3,0,-0.2700,4.1500,-0.7700,55.2500,-38.0625,-72.7500,moving
70.98,3,0,3,0,-0.5800,5.5100,-1.6600,52.8750,-19.8750,-68.0000,moving
70.99,3,0,3,1,-0.7800,6.5500,-2.5800,49.9375,14.8125,-60.5625,moving
71.00,3,0,3,1,-0.6300,8.7900,-4.0500,40.3750,51.4375,-45.6875,moving
71.01,3,0,3,1,-0.9300,9.3900,-5.2200,15.5000,76.3125,-28.1250,moving
71.02,3,0,3,1,-0.2800,7.2500,-4.6900,-5.8125,88.1250,-10.3750,moving
71.03,3,0,3,1,-0.4900,10.1100,-4.9200,-37.3125,94.4375,8.7500,moving
71.04,3,0,3,1,-1.4000,10.0500,-6.1900,-60.2500,81.9375,21.3750,moving
71.05,3,0,3,1,-1.8600,6.6100,-6.5000,-64.2500,38.0000,12.4375,moving
71.06,3,0,3,1,-0.9600,5.0900,-3.9600,-52.1250,-9.1250,7.5000,moving
71.07,3,0,3,1,-0.4000,2.0600,-3.1600,-42.4375,-24.5000,10.5000,moving
71.08,3,0,3,1,-0.3400,1.7600,-2.6000,-30.4375,-52.1875,19.3750,moving
71.09,3,0,3,1,-0.2600,1.8000,-2.2800,-17.5000,-79.5000,24.6875,moving
71.10,3,0,3,1,-0.2400,1.6600,-1.6800,-1.0625,-103.4375,30.5000,moving
71.11,3,0,3,1,-0.5600,1.1100,-0.4100,4.1875,-106.3750,41.1875,moving
71.12,3,0,3,1,-1.2100,1.8000,0.2500,-9.0000,-95.6250,51.6250,moving
71.13,3,0,3,1,-0.9200,1.6400,1.1900,-18.3750,-52.9375,58.8125,moving
71.14,3,0,3,1,-1.4100,2.7600,0.1000,-7.5000,25.3750,74.5000,moving
71.15,3,0,3,1,-1.3000,3.6400,-1.2200,-18.1875,56.4375,89.0000,moving
71.16,3,0,3,1,-1.2000,3.4000,-1.4600,-23.3750,45.2500,94.5000,moving
71.17,3,0,3,1,-1.0700,3.0100,-0.9000,-35.5000,36.7500,93.2500,moving
71.18,3,0,3,1,-0.7100,0.9800,-1.0900,-54.5625,39.8750,87.5000,moving
71.19,3,0,3,1,-1.0800,-0.0900,-0.2700,-60.9375,50.2500,80.6875,moving
71.20,3,0,3,1,-0.4600,-1.5900,-0.7500,-66.4375,50.9375,67.7500,moving
71.21,3,0,3,1,0.5200,-3.7800,0.2400,-63.1875,8.8125,57.6875,moving
71.22,3,0,3,1,1.2900,-5.1000,2.3800,-46.3750,-36.0000,46.6875,moving
71.23,3,0,3,1,1.9900,-6.5700,3.8600,-19.4375,-35.5625,34.9375,moving
71.24,3,0,3,1,2.0700,-7.4200,4.4100,-14.2500,-5.8750,21.0000,moving
71.25,3,0,3,1,2.1200,-8.2400,2.9300,-9.1250,30.2500,6.0000,moving
71.26,3,0,3,1,2.4600,-8.6700,2.5800,0.0000,45.5000,-0.7500,moving
71.27,3,0,3,1,2.6900,-8.6200,2.0700,-0.6875,44.2500,8.4375,moving
71.28,3,0,3,1,2.0400,-7.9700,2.2500,-7.1875,33.5625,31.4375,moving
71.29,3,0,3,1,0.2500,-6.0000,1.2800,-20.1250,34.6875,44.4375,moving
71.30,3,0,3,1,-1.7600,-5.1500,-0.1900,-15.5000,33.9375,41.9375,moving
71.31,3,0,3,1,-3.1200,-3.7100,0.1600,17.9375,27.2500,18.2500,moving
71.32,3,0,3,1,-0.2900,-4.3700,1.9100,37.0625,2.3750,-6.9375,moving
71.33,3,0,3,1,-0.0800,-4.4800,1.4900,42.3750,-12.8125,-13.0000,moving
71.34,3,0,3,1,-0.3800,-4.2900,1.4100,56.6250,-9.3750,-14.0000,moving
71.35,3,0,3,1,-0.5100,-4.1900,0.8900,68.3750,-5.3750,-18.8750,moving
71.36,3,0,3,1,-0.4700,-3.8000,0.4500,77.5000,-7.1250,-24.6875,moving
71.37,3,0,3,1,-0.2300,-3.5600,0.1600,78.9375,-10.3125,-32.7500,moving
71.38,3,0,3,1,-0.0300,-3.2600,-0.1200,76.2500,-20.1250,-41.4375,moving
71.39,3,0,3,1,0.6500,-2.5000,-0.4600,73.0625,-26.7500,-49.3750,moving
71.40,3,0,3,1,0.8500,-1.7600,-0.2400,71.0000,-26.1875,-55.0625,moving
71.41,3,0,3,1,1.1500,-1.0700,-0.3600,64.0000,-21.8750,-58.5625,moving
71.42,3,0,3,1,1.2600,-0.3200,-0.5200,58.1875,-22.5000,-59.5000,moving
71.43,3,0,3,1,1.4400,1.0400,-0.8900,56.4375,-21.3125,-61.2500,moving
71.44,3,0,3,1,1.4000,1.8700,-1.0200,57.2500,-20.3125,-60.5000,moving
71.45,3,0,3,1,1.3100,2.5800,-1.1600,54.6875,-20.3125,-58.1250,moving
71.46,3,0,3,1,1.5000,3.1800,-1.3500,48.8125,-20.3125,-54.8750,moving
71.47,3,0,3,1,1.9700,4.1800,-1.4000,43.5625,-18.1875,-50.0625,moving
71.48,3,0,3,1,2.1700,4.5200,-1.2900,38.6250,-13.5625,-45.4375,moving
71.49,3,0,3,1,2.2000,4.7100,-1.4700,33.0000,-10.0000,-41.6250,moving
71.50,3,0,3,1,1.8700,4.7100,-1.6500,29.1250,-5.5625,-39.0000,moving
71.51,3,0,3,1,1.6000,4.5000,-1.4800,22.5000,-4.4375,-35.1875,moving
71.52,3,0,3,1,1.3300,3.9600,-1.3400,12.9375,-6.1875,-33.1250,moving
71.53,3,0,3,1,1.0000,3.3100,-1.1800,3.6250,-4.0000,-32.5625,moving
71.54,3,0,3,1,0.0100,1.9900,-1.0500,-6.1875,3.3125,-32.3750,moving
71.55,3,0,3,1,-0.8000,0.9600,-0.9900,-14.3750,13.4375,-32.6250,moving
71.56,3,0,3,1,-1.7300,-0.0500,-0.9900,-18.8125,19.8125,-31.8125,moving
71.57,3,0,3,1,-3.5300,-1.6500,-1.1200,-18.6875,21.1250,-30.0625,moving
71.58,3,0,3,1,-3.9400,-1.9300,-0.9700,-16.3125,16.0000,-25.1875,moving
71.59,3,0,3,1,-3.2000,-1.2700,-0.7700,-12.6875,7.5000,-16.0000,moving
71.60,3,0,3,1,-2.2100,0.1000,-0.7100,-5.5000,5.7500,-3.3125,moving
71.61,3,0,3,1,-1.0100,1.2900,-0.7100,5.8750,6.2500,5.3125,moving
71.62,3,0,3,1,-0.5100,1.5700,-0.8000,11.8125,7.1250,13.0625,moving
71.63,3,0,3,1,-0.3900,2.0200,-0.8700,10.7500,12.5000,19.3125,moving
71.64,3,0,3,1,0.1500,2.1400,-0.8200,5.5000,13.3750,20.3750,moving
71.65,3,0,3,1,0.0800,2.2100,-0.4500,0.2500,9.0000,21.0000,moving
71.66,3,0,3,1,0.0600,2.3000,-0.0800,-4.0000,6.5000,21.9375,moving
71.67,3,0,3,1,0.1400,2.3000,0.0400,-9.3125,7.4375,24.3125,moving
71.68,3,0,3,1,-0.2600,2.2700,-0.0100,-12.3750,7.8125,28.7500,moving
71.69,3,0,3,1,-0.3700,2.3000,0.0800,-14.1875,6.3125,32.3125,moving
71.70,3,0,3,1,-0.5400,2.2200,-0.0400,-17.9375,6.0625,34.1250,moving
71.71,3,0,3,1,-0.4100,1.9800,-0.1600,-22.5625,6.1875,33.2500,moving
71.72,3,0,3,1,-0.0600,1.1800,-0.2400,-27.5625,5.7500,32.1875,moving
71.73,3,0,3,1,-0.0500,0.6500,-0.1300,-32.0000,7.4375,31.8125,moving
71.74,3,0,3,1,0.0200,0.0500,0.0400,-34.0625,9.1875,30.0625,moving
71.75,3,0,3,1,0.1900,-0.9500,0.2900,-34.5625,9.1250,28.2500,moving
71.76,3,0,3,1,0.2500,-1.2900,0.5600,-32.3125,9.6250,27.6875,moving
71.77,3,0,3,1,0.2800,-1.4800,0.6600,-28.0000,11.8750,27.7500,moving
71.78,3,0,3,1,0.2400,-1.5100,0.5700,-23.4375,13.5625,27.5625,moving
71.79,3,0,3,1,0.2500,-1.3300,0.4900,-19.0000,13.1875,26.4375,moving
71.80,3,0,3,1,0.2300,-1.2800,0.4000,-15.9375,11.6250,24.8750,moving
71.81,3,0,3,1,0.2500,-1.2200,0.4000,-13.6875,10.0000,22.8750,moving
71.82,3,0,3,1,0.4100,-1.1000,0.4600,-12.6875,7.8125,20.3750,moving
71.83,3,0,3,1,0.4700,-1.1000,0.4700,-11.7500,5.7500,18.0000,moving
71.84,3,0,3,1,0.5300,-1.1100,0.4700,-10.1875,4.5000,16.0625,moving
71.85,3,0,3,1,0.5800,-1.1400,0.4700,-7.8125,2.8750,15.1875,moving
71.86,3,0,3,1,0.6800,-1.1000,0.3700,-5.5625,2.0000,14.5000,moving
71.87,3,0,3,1,0.6900,-1.1200,0.2900,-4.1875,0.9375,13.4375,moving
71.88,3,0,3,1,0.6600,-1.0800,0.2400,-3.6250,0.1250,12.3125,moving
71.89,3,0,3,1,0.6200,-1.1000,0.2500,-2.7500,-0.6875,11.5625,moving
71.90,3,0,3,1,0.6000,-1.0200,0.2300,-1.7500,-0.8125,10.6875,moving
71.91,3,0,3,1,0.5400,-0.8700,0.1500,-0.3750,-0.0625,9.9375,moving
71.92,3,0,3,1,0.4300,-0.7300,0.1100,1.1250,0.0000,8.8125,moving
71.93,3,0,3,1,0.3200,-0.4100,0.0000,2.3125,0.1250,7.6250,moving
71.94,3,0,3,1,0.3000,-0.2200,-0.0300,2.2500,0.5000,6.4375,moving
71.95,3,0,3,1,0.2600,-0.0500,-0.0400,2.0000,0.6875,5.3750,moving
71.96,3,0,3,1,0.2200,0.0700,-0.0600,2.1250,1.5625,4.5000,moving
71.97,3,0,3,1,0.1500,0.1200,-0.1000,2.1875,1.1875,3.6250,moving
71.98,3,0,3,1,0.1600,0.0500,-0.2200,1.3750,0.1250,2.6875,moving
71.99,3,0,3,1,0.2600,0.0200,-0.1100,0.6875,-0.9375,2.6250,stop
72.00,3,0,3,1,0.2900,0.0100,-0.0800,-0.5625,-1.6250,2.4375,stop
72.01,3,0,3,1,0.2000,0.0400,-0.0800,-2.1875,-0.5000,2.6250,stop
72.02,3,0,3,1,0.1600,0.0600,-0.1000,-3.5625,0.5000,2.6250,stop
72.03,3,0,3,1,0.1500,0.1200,-0.0500,-5.2500,0.8750,2.8125,stop
72.04,3,0,3,2,0.1000,0.1400,-0.0200,-6.7500,0.9375,2.7500,stop
72.05,3,0,3,2,0.1200,0.0800,0.0000,-7.1250,1.0000,2.7500,stop
72.06,3,0,3,2,0.2000,0.0300,0.0200,-7.2500,0.8750,2.5625,stop
72.07,3,0,3,2,0.3000,-0.0100,0.0000,-7.2500,1.1250,2.0625,stop
72.08,3,0,3,2,0.2800,0.0000,0.0000,-7.3750,0.6250,2.0000,stop
72.09,3,0,3,2,0.2400,-0.0100,0.0200,-7.6250,0.6250,1.3750,stop
72.10,3,0,3,2,0.2100,-0.0300,0.0300,-7.6250,0.8125,1.1250,stop
72.11,3,0,3,2,0.0700,0.0000,0.0400,-7.3750,0.8750,1.1250,stop
72.12,3,0,3,2,0.0400,0.0200,0.0300,-7.5625,1.2500,0.9375,stop
72.13,3,0,3,2,0.0200,0.0100,0.0100,-7.1250,1.0625,1.0000,stop
72.14,3,0,3,2,0.0100,0.0500,0.0000,-6.6875,0.8750,1.0000,stop
72.15,3,0,3,2,0.0500,0.0600,0.0000,-6.1875,0.5625,1.0000,stop
72.16,3,0,3,2,0.0700,0.0600,0.0100,-5.7500,0.1875,0.8125,stop
72.17,3,0,3,2,0.1300,0.0600,0.0600,-5.5625,0.2500,0.9375,stop
72.18,3,0,3,2,0.1800,0.0100,0.1400,-5.3750,0.1875,0.8125,stop
72.19,3,0,3,2,0.2100,0.0000,0.1800,-5.1875,0.1875,0.9375,stop
72.20,3,0,3,2,0.1700,-0.0400,0.1500,-5.0625,0.8125,0.6250,stop
72.21,3,0,3,2,0.1400,-0.0600,0.1300,-5.0625,1.0000,0.0625,stop
72.22,3,0,3,2,0.1500,-0.0400,0.1500,-4.6250,0.7500,-0.0625,stop
72.23,3,0,3,2,0.1700,-0.0200,0.1100,-3.9375,0.1875,-0.0625,stop
72.24,3,0,3,2,0.1900,0.0400,0.1200,-3.0000,0.0000,0.1250,stop
72.25,3,0,3,2,0.1400,0.1300,0.0400,-2.8750,0.0625,0.3750,stop
72.26,3,0,3,2,0.1300,0.1700,0.0600,-2.8125,0.0625,0.2500,stop
72.27,3,0,3,2,0.1000,0.1300,0.0100,-2.7500,0.3125,0.3750,stop
72.28,3,0,3,2,0.0900,0.1100,0.0900,-2.8125,0.0000,0.3125,stop
72.29,3,0,3,2,0.1300,0.0000,0.0600,-3.3125,0.0625,0.0625,stop
72.30,3,0,3,2,0.1400,-0.0300,0.0800,-3.1875,-0.1250,-0.1250,stop
72.31,3,0,3,2,0.1400,-0.0600,0.1100,-3.1250,-0.3125,-0.1250,stop
72.32,3,0,3,2,0.1200,-0.0700,0.1400,-2.3750,-0.5000,-0.1875,stop
72.33,3,0,3,2,0.1300,-0.0900,0.1300,-1.4375,-0.3125,0.0000,stop
72.34,3,0,3,2,0.1300,-0.0900,0.1100,-0.6250,-0.3125,0.0000,stop
72.35,3,0,3,2,0.1700,-0.0600,0.1100,-0.1875,-0.3750,0.0000,stop
72.36,3,0,3,2,0.2100,0.0200,0.0800,-0.1875,-0.3750,0.0000,stop
72.37,3,0,3,2,0.2100,0.0800,0.1100,0.0000,-0.2500,0.0000,stop
72.38,3,0,3,2,0.1700,0.1700,0.0500,0.4375,-0.0625,-0.0625,stop
72.39,3,0,3,2,0.2300,0.2000,-0.0200,0.8750,0.0000,0.0000,stop
72.40,3,0,3,2,0.1900,0.1900,-0.0200,0.8125,-0.0625,0.1875,stop
72.41,3,0,3,2,0.1400,0.1400,-0.0100,0.0000,-0.0625,0.0000,stop
72.42,3,0,3,2,0.1200,0.0900,0.0200,-0.8750,0.1250,-0.3750,stop
72.43,3,0,3,2,0.0700,0.0300,0.1000,-1.1250,0.5000,-0.8125,stop
72.44,3,0,3,2,0.0600,0.0200,0.0500,-0.9375,0.5000,-1.0000,stop
72.45,3,0,3,2,0.0800,0.0200,0.0600,-0.4375,0.5625,-0.8750,stop
72.46,3,0,3,2,0.1300,0.0700,0.0100,-0.0625,0.1250,-0.8750,stop
72.47,3,0,3,2,0.1500,0.0800,0.0400,-0.0625,0.0000,-0.8125,stop
72.48,3,0,3,2,0.1100,0.0900,0.0600,-0.4375,0.5000,-1.0625,stop
72.49,3,0,3,2,0.1100,0.1000,0.1200,0.0000,0.6250,-1.0000,stop
72.50,3,0,3,2,0.1300,0.1100,0.1000,0.3750,0.9375,-0.7500,stop
