Linear Accel X = 465, Y = -38, Z = 150, qw = 12564, qx = 933, qy = 5, qz = -10474
Linear Accel X = 393, Y = -154, Z = 3, qw = 12497, qx = 934, qy = -146, qz = -10553
Linear Accel X = 267, Y = -111, Z = -67, qw = 12359, qx = 959, qy = -310, qz = -10709
Linear Accel X = 117, Y = -132, Z = -125, qw = 12275, qx = 948, qy = -408, qz = -10802
Linear Accel X = 109, Y = -108, Z = -75, qw = 12209, qx = 932, qy = -508, qz = -10874
Linear Accel X = 195, Y = -115, Z = 38, qw = 12159, qx = 916, qy = -655, qz = -10923
Linear Accel X = 320, Y = -151, Z = -14, qw = 12051, qx = 892, qy = -894, qz = -11028
Linear Accel X = 143, Y = -193, Z = -60, qw = 11911, qx = 887, qy = -1064, qz = -11165
Linear Accel X = 0, Y = -204, Z = -36, qw = 11739, qx = 898, qy = -1154, qz = -11336
Linear Accel X = 56, Y = -103, Z = -25, qw = 11577, qx = 916, qy = -1141, qz = -11501
Linear Accel X = 218, Y = -71, Z = 90, qw = 11346, qx = 898, qy = -1091, qz = -11735
Linear Accel X = 109, Y = -148, Z = 114, qw = 11170, qx = 866, qy = -1082, qz = -11905
Linear Accel X = 80, Y = -77, Z = 33, qw = 11028, qx = 829, qy = -1070, qz = -12041
Linear Accel X = 188, Y = -31, Z = 24, qw = 10867, qx = 733, qy = -1080, qz = -12192
Linear Accel X = 190, Y = -59, Z = 46, qw = 10736, qx = 679, qy = -1113, qz = -12308
Linear Accel X = 181, Y = -58, Z = -82, qw = 10585, qx = 660, qy = -1153, qz = -12435
Linear Accel X = 113, Y = -70, Z = -155, qw = 10420, qx = 647, qy = -1196, qz = -12571
Linear Accel X = 61, Y = -55, Z = -148, qw = 10168, qx = 625, qy = -1215, qz = -12774
Linear Accel X = 5, Y = 0, Z = -126, qw = 10023, qx = 602, qy = -1182, qz = -12892
Linear Accel X = 7, Y = 36, Z = -115, qw = 9913, qx = 550, qy = -1135, qz = -12984
Linear Accel X = 12, Y = 79, Z = -6, qw = 9819, qx = 474, qy = -1097, qz = -13061
Linear Accel X = -153, Y = 206, Z = 149, qw = 9677, qx = 401, qy = -1032, qz = -13175
Linear Accel X = -210, Y = 156, Z = 110, qw = 9607, qx = 459, qy = -968, qz = -13229
Linear Accel X = -153, Y = 273, Z = -61, qw = 9588, qx = 571, qy = -907, qz = -13242
Linear Accel X = -168, Y = 198, Z = -103, qw = 9585, qx = 715, qy = -899, qz = -13238
Linear Accel X = -145, Y = 229, Z = -144, qw = 9643, qx = 777, qy = -918, qz = -13191
Linear Accel X = -131, Y = 314, Z = -181, qw = 9742, qx = 810, qy = -968, qz = -13112
Linear Accel X = -52, Y = 240, Z = -107, qw = 9866, qx = 812, qy = -1075, qz = -13011
Linear Accel X = 129, Y = 318, Z = -108, qw = 10111, qx = 720, qy = -1313, qz = -12804
Linear Accel X = 24, Y = 322, Z = -66, qw = 10247, qx = 643, qy = -1481, qz = -12682
Linear Accel X = 14, Y = 318, Z = -128, qw = 10355, qx = 630, qy = -1639, qz = -12575
Linear Accel X = -20, Y = 238, Z = -160, qw = 10440, qx = 686, qy = -1796, qz = -12480
Linear Accel X = 111, Y = 271, Z = -97, qw = 10638, qx = 814, qy = -1907, qz = -12287
Linear Accel X = 165, Y = 301, Z = -165, qw = 10804, qx = 876, qy = -1918, qz = -12136
Linear Accel X = 177, Y = 243, Z = -134, qw = 10936, qx = 941, qy = -1899, qz = -12014
Linear Accel X = 219, Y = 287, Z = -66, qw = 11125, qx = 1010, qy = -1863, qz = -11840
Linear Accel X = 275, Y = 311, Z = -20, qw = 11249, qx = 1042, qy = -1848, qz = -11722
Linear Accel X = 371, Y = 287, Z = -193, qw = 11353, qx = 1076, qy = -1826, qz = -11621
Linear Accel X = 239, Y = 232, Z = -86, qw = 11424, qx = 1090, qy = -1828, qz = -11550
Linear Accel X = 211, Y = 214, Z = -19, qw = 11569, qx = 1106, qy = -1735, qz = -11418
Linear Accel X = 369, Y = 269, Z = -72, qw = 11695, qx = 1100, qy = -1685, qz = -11297
Linear Accel X = 510, Y = 301, Z = -211, qw = 11822, qx = 1073, qy = -1650, qz = -11171
Linear Accel X = 447, Y = 247, Z = 32650, qw = 11997, qx = 1105, qy = -1660, qz = -10979
Linear Accel X = 482, Y = 154, Z = -81, qw = 12185, qx = 1062, qy = -1691, qz = -10769
Linear Accel X = 409, Y = 109, Z = -117, qw = 12286, qx = 995, qy = -1622, qz = -10671
Linear Accel X = 294, Y = 152, Z = -45, qw = 12373, qx = 875, qy = -1538, qz = -10593
Linear Accel X = 310, Y = 156, Z = 24, qw = 12513, qx = 711, qy = -1481, qz = -10448
Linear Accel X = 264, Y = 91, Z = -26, qw = 12591, qx = 676, qy = -1462, qz = -10359
Linear Accel X = 197, Y = 61, Z = -67, qw = 12696, qx = 657, qy = -1354, qz = -10246
Linear Accel X = 198, Y = 87, Z = -114, qw = 12837, qx = 624, qy = -1167, qz = -10095
Linear Accel X = 224, Y = 111, Z = -95, qw = 13027, qx = 566, qy = -907, qz = -9879
Linear Accel X = 356, Y = 81, Z = -93, qw = 13137, qx = 540, qy = -761, qz = -9746
Linear Accel X = 161, Y = 176, Z = 10, qw = 13230, qx = 501, qy = -610, qz = -9633
Linear Accel X = 184, Y = -148, Z = -167, qw = 13232, qx = 496, qy = -296, qz = -9645
Linear Accel X = 462, Y = 20, Z = -107, qw = 13358, qx = 614, qy = 363, qz = -9460
Linear Accel X = 257, Y = 161, Z = 44, qw = 13415, qx = 714, qy = 721, qz = -9352
Linear Accel X = 329, Y = 125, Z = 200, qw = 13451, qx = 838, qy = 951, qz = -9269
Linear Accel X = 374, Y = 27, Z = 170, qw = 13410, qx = 1159, qy = 1247, qz = -9258
Linear Accel X = 455, Y = 43, Z = 133, qw = 13369, qx = 1356, qy = 1444, qz = -9262
Linear Accel X = 265, Y = 50, Z = 257, qw = 13338, qx = 1442, qy = 1539, qz = -9278
Linear Accel X = 247, Y = -7, Z = 180, qw = 13332, qx = 1492, qy = 1568, qz = -9275
Linear Accel X = 336, Y = -54, Z = 38, qw = 13379, qx = 1513, qy = 1615, qz = -9195
Linear Accel X = 361, Y = -5, Z = 247, qw = 13402, qx = 1464, qy = 1655, qz = -9161
Linear Accel X = 312, Y = -48, Z = 150, qw = 13404, qx = 1439, qy = 1683, qz = -9158
Linear Accel X = 323, Y = -109, Z = 33, qw = 13403, qx = 1434, qy = 1550, qz = -9162
Linear Accel X = 253, Y = -104, Z = 74, qw = 13381, qx = 1326, qy = 1705, qz = -9205
Linear Accel X = 346, Y = -22, Z = 350, qw = 13350, qx = 1203, qy = 1752, qz = -9258
Linear Accel X = 400, Y = -148, Z = 203, qw = 13309, qx = 1141, qy = 1726, qz = -9329
Linear Accel X = 195, Y = 32531, Z = -42, qw = 13171, qx = 1129, qy = 1666, qz = -9534
Linear Accel X = 127, Y = -155, Z = 54, qw = 13062, qx = 1117, qy = 1687, qz = -9682
Linear Accel X = 212, Y = -119, Z = -82, qw = 12937, qx = 1196, qy = 1757, qz = -9827
Linear Accel X = 242, Y = -164, Z = 18, qw = 12793, qx = 1288, qy = 1807, qz = -9993
Linear Accel X = 221, Y = -217, Z = 43, qw = 12537, qx = 1409, qy = 1786, qz = -10300
Linear Accel X = 71, Y = -203, Z = 26, qw = 12352, qx = 1518, qy = 1786, qz = -10506
Linear Accel X = 162, Y = -53, Z = 0, qw = 12193, qx = 1619, qy = 1778, qz = -10676
Linear Accel X = 166, Y = -91, Z = -74, qw = 12036, qx = 1701, qy = 1748, qz = 21922
Linear Accel X = 8, Y = -94, Z = 94, qw = 11792, qx = 1695, qy = 1671, qz = -11123
Linear Accel X = 33, Y = -25, Z = -3, qw = 11641, qx = 1766, qy = 1686, qz = -11268
Linear Accel X = 95, Y = -49, Z = -53, qw = 11520, qx = 1854, qy = 1685, qz = -11378
Linear Accel X = 212, Y = -4, Z = -24, qw = 11338, qx = 1887, qy = 1683, qz = -11553
Linear Accel X = 58, Y = -27, Z = -102, qw = 11181, qx = 1936, qy = 1699, qz = -11696
Linear Accel X = -35, Y = -7, Z = -64, qw = 11033, qx = 1953, qy = 1741, qz = -11826
Linear Accel X = 22, Y = 93, Z = -52, qw = 10935, qx = 1938, qy = 1825, qz = -11907
Linear Accel X = 85, Y = 134, Z = -82, qw = 10826, qx = 1976, qy = 1984, qz = -11975
Linear Accel X = 55, Y = 162, Z = -154, qw = 10749, qx = 2023, qy = 2103, qz = -12016
Linear Accel X = -79, Y = 216, Z = -81, qw = 10690, qx = 2033, qy = 2206, qz = -12049
Linear Accel X = -72, Y = 252, Z = 36, qw = 10646, qx = 2010, qy = 2256, qz = -12082
Linear Accel X = 29, Y = 227, Z = -85, qw = 10588, qx = 2085, qy = 2279, qz = -12116
Linear Accel X = -112, Y = 254, Z = 25, qw = 10563, qx = 2125, qy = 2288, qz = -12129
Linear Accel X = -160, Y = 313, Z = 30, qw = 10589, qx = 2138, qy = 2320, qz = -12097
Linear Accel X = -79, Y = 382, Z = -7, qw = 10724, qx = 2197, qy = 2384, qz = -11955
Linear Accel X = 80, Y = 297, Z = 193, qw = 10853, qx = 2188, qy = 2349, qz = -11847
Linear Accel X = 44, Y = 189, Z = 75, qw = 11012, qx = 2173, qy = 2252, qz = -11721
Linear Accel X = 42, Y = 145, Z = -150, qw = 11176, qx = 2194, qy = 2168, qz = -11577
Linear Accel X = 186, Y = 185, Z = -99, qw = 11442, qx = 2253, qy = 2188, qz = -11298
Linear Accel X = 287, Y = 324, Z = 126, qw = 11613, qx = 2247, qy = 2180, qz = -11126
Linear Accel X = 268, Y = 174, Z = 50, qw = 11747, qx = 2247, qy = 2117, qz = -10996
Linear Accel X = 206, Y = 49, Z = 9, qw = 11859, qx = 2237, qy = 2097, qz = -10881
Linear Accel X = 165, Y = 314, Z = 201, qw = 12068, qx = 2190, qy = 2177, qz = -10642
Linear Accel X = 321, Y = 255, Z = 204, qw = 12223, qx = 2171, qy = 2192, qz = -10464
Linear Accel X = 312, Y = 189, Z = 118, qw = 12376, qx = 2163, qy = 2194, qz = -10285
Linear Accel X = 196, Y = 146, Z = -19, qw = 12541, qx = 2124, qy = 2253, qz = -10078
Linear Accel X = 180, Y = 307, Z = 157, qw = 12672, qx = 2077, qy = 2298, qz = -9913
Linear Accel X = 282, Y = 321, Z = 132, qw = 12841, qx = 2016, qy = 2276, qz = -9710
Linear Accel X = 347, Y = 127, Z = -27, qw = 13005, qx = 1961, qy = 2191, qz = -9521
Linear Accel X = 401, Y = 109, Z = -33, qw = 13227, qx = 1800, qy = 2056, qz = -9275
Linear Accel X = 285, Y = 120, Z = 119, qw = 13348, qx = 1617, qy = 2001, qz = -9145
Linear Accel X = 202, Y = 163, Z = 102, qw = 13458, qx = 1432, qy = 2014, qz = -9012
Linear Accel X = 265, Y = 171, Z = 76, qw = 13580, qx = 1319, qy = 2018, qz = -8844
Linear Accel X = 471, Y = -49, Z = 34, qw = 13759, qx = 1231, qy = 1942, qz = -8593
Linear Accel X = 496, Y = 14, Z = 0, qw = 13867, qx = 1142, qy = 1923, qz = -8434
Linear Accel X = 409, Y = 45, Z = 29, qw = 13956, qx = 1016, qy = 1923, qz = -8303
Linear Accel X = 311, Y = 81, Z = 150, qw = 14067, qx = 800, qy = 1873, qz = -8149
Linear Accel X = 403, Y = -2, Z = 81, qw = 14123, qx = 725, qy = 1839, qz = -8066
Linear Accel X = 408, Y = 0, Z = 63, qw = 14153, qx = 691, qy = 1832, qz = -8019
Linear Accel X = 362, Y = -2, Z = 44, qw = 14163, qx = 661, qy = 1850, qz = -7999
Linear Accel X = 297, Y = -33, Z = 103, qw = 14167, qx = 637, qy = 1894, qz = -7984
Linear Accel X = 276, Y = -8, Z = 57, qw = 14185, qx = 629, qy = 1951, qz = -7939
Linear Accel X = 327, Y = 26, Z = 84, qw = 14214, qx = 622, qy = 2027, qz = -7867
Linear Accel X = 334, Y = 33, Z = 164, qw = 14244, qx = 605, qy = 2093, qz = -7797
Linear Accel X = 324, Y = 18, Z = 216, qw = 14258, qx = 630, qy = 2146, qz = -7754
Linear Accel X = 283, Y = -30, Z = 169, qw = 14262, qx = 662, qy = 2146, qz = -7744
Linear Accel X = 279, Y = -26, Z = 140, qw = 14273, qx = 698, qy = 2147, qz = -7722
Linear Accel X = 392, Y = -9, Z = 237, qw = 14300, qx = 745, qy = 2159, qz = -7664
Linear Accel X = 220, Y = -19, Z = 48, qw = 14309, qx = 823, qy = 2192, qz = -7629
Linear Accel X = 163, Y = 9, Z = -38, qw = 14319, qx = 922, qy = 2217, qz = -7592
Linear Accel X = 229, Y = 16, Z = 36, qw = 14338, qx = 983, qy = 2211, qz = -7550
Linear Accel X = 254, Y = 5, Z = -12, qw = 14373, qx = 1043, qy = 2172, qz = -7487
Linear Accel X = 162, Y = -17, Z = 37, qw = 14382, qx = 1052, qy = 2127, qz = -7481
Linear Accel X = 261, Y = -19, Z = -7, qw = 14401, qx = 1064, qy = 2106, qz = -7448
Linear Accel X = 400, Y = 32671, Z = 34, qw = 14402, qx = 1082, qy = 2113, qz = -7442
Linear Accel X = 253, Y = -4, Z = 209, qw = 14396, qx = 1016, qy = 2170, qz = -7446
Linear Accel X = 216, Y = -39, Z = 169, qw = 14380, qx = 976, qy = 2199, qz = -7473
Linear Accel X = 256, Y = -79, Z = 108, qw = 14359, qx = 975, qy = 2217, qz = 25258
Linear Accel X = 323, Y = -89, Z = 178, qw = 14323, qx = 1007, qy = 2205, qz = -7577
Linear Accel X = 313, Y = -92, Z = 28, qw = 14271, qx = 1091, qy = 2203, qz = -7663
Linear Accel X = 316, Y = -65, Z = 18, qw = 14216, qx = 1193, qy = 2214, qz = -7748
Linear Accel X = 267, Y = -63, Z = 123, qw = 14161, qx = 1283, qy = 2211, qz = -7833
Linear Accel X = 291, Y = -25, Z = 166, qw = 14071, qx = 1438, qy = 2234, qz = -7961
Linear Accel X = 273, Y = -22, Z = 40, qw = 13997, qx = 1590, qy = 2272, qz = -8052
Linear Accel X = 264, Y = -30, Z = -8, qw = 13928, qx = 1724, qy = 2288, qz = -8139
Linear Accel X = 332, Y = -49, Z = 19, qw = 13885, qx = 1768, qy = 2254, qz = -8212
Linear Accel X = 203, Y = -39, Z = 114, qw = 13814, qx = 1775, qy = 2133, qz = -8361
Linear Accel X = 86, Y = -44, Z = 39, qw = 13734, qx = 1803, qy = 2069, qz = -8502
Linear Accel X = 141, Y = 16, Z = 55, qw = 13659, qx = 1855, qy = 2080, qz = -8608
Linear Accel X = 268, Y = -1, Z = 46, qw = 13582, qx = 1957, qy = 2117, qz = -8699
Linear Accel X = 246, Y = -99, Z = 42, qw = 13529, qx = 2014, qy = 2114, qz = -8768
Linear Accel X = 231, Y = -85, Z = -32, qw = 13457, qx = 2081, qy = 2136, qz = -8857
Linear Accel X = 242, Y = -8, Z = 52, qw = 13396, qx = 2109, qy = 2161, qz = -8937
Linear Accel X = 217, Y = 32669, Z = 49, qw = 13284, qx = 2127, qy = 2172, qz = -9095
Linear Accel X = 222, Y = -10, Z = 242, qw = 13211, qx = 2098, qy = 2163, qz = -9209
Linear Accel X = 180, Y = -73, Z = 50, qw = 13132, qx = 2072, qy = 2111, qz = -9340
Linear Accel X = 252, Y = -119, Z = -79, qw = 13031, qx = 2139, qy = 2084, qz = -9471
Linear Accel X = 223, Y = -80, Z = 46, qw = 12884, qx = 2201, qy = 2051, qz = -9664
Linear Accel X = 219, Y = -32, Z = 28, qw = 12770, qx = 2223, qy = 2041, qz = -9811
Linear Accel X = 134, Y = 0, Z = 44, qw = 12644, qx = 2240, qy = 2045, qz = -9968
Linear Accel X = 98, Y = 58, Z = 38, qw = 12449, qx = 2278, qy = 2103, qz = -10190
Linear Accel X = 175, Y = 29, Z = 104, qw = 12329, qx = 2310, qy = 2158, qz = -10316
Linear Accel X = 198, Y = 66, Z = 219, qw = 12223, qx = 2293, qy = 2191, qz = -10439
Linear Accel X = 141, Y = 92, Z = 138, qw = 12110, qx = 2274, qy = 2192, qz = -10574
Linear Accel X = 104, Y = 56, Z = 82, qw = 11946, qx = 2290, qy = 2169, qz = -10761
Linear Accel X = 105, Y = 74, Z = 72, qw = 11851, qx = 2306, qy = 2164, qz = -10862
Linear Accel X = 162, Y = 47, Z = 97, qw = 11753, qx = 2308, qy = 2140, qz = -10973
Linear Accel X = 243, Y = 47, Z = 13, qw = 11647, qx = 2354, qy = 2142, qz = -11075
Linear Accel X = 144, Y = 62, Z = -19, qw = 11461, qx = 2418, qy = 2177, qz = -11247
Linear Accel X = 102, Y = 83, Z = 86, qw = 11340, qx = 2408, qy = 2185, qz = -11370
Linear Accel X = 196, Y = 241, Z = 73, qw = 11226, qx = 2401, qy = 2195, qz = -11482
Linear Accel X = 146, Y = 36, Z = -19, qw = 11041, qx = 2424, qy = 2229, qz = -11648
Linear Accel X = 115, Y = 112, Z = 81, qw = 10944, qx = 2417, qy = 2267, qz = -11734
Linear Accel X = 75, Y = 126, Z = 96, qw = 10842, qx = 2390, qy = 2275, qz = -11832
Linear Accel X = 113, Y = 138, Z = 34, qw = 10755, qx = 2399, qy = 2254, qz = -11914
Linear Accel X = 112, Y = 103, Z = 25, qw = 10642, qx = 2417, qy = 2199, qz = -12021
Linear Accel X = 110, Y = 154, Z = 128, qw = 10592, qx = 2378, qy = 2160, qz = -12080
Linear Accel X = 73, Y = 106, Z = 24, qw = 10531, qx = 2353, qy = 2130, qz = -12143
Linear Accel X = 115, Y = 117, Z = -47, qw = -22287, qx = 2331, qy = 2133, qz = -12190
Linear Accel X = 107, Y = 157, Z = 84, qw = 10416, qx = 2231, qy = 2110, qz = -12268
Linear Accel X = 127, Y = 155, Z = -12, qw = 10368, qx = 2176, qy = 2082, qz = -12324
Linear Accel X = 136, Y = 140, Z = -40, qw = 10313, qx = 2104, qy = 2071, qz = -12384
Linear Accel X = 81, Y = 215, Z = -41, qw = 10251, qx = 1952, qy = 2070, qz = -12460
Linear Accel X = 101, Y = 236, Z = 26, qw = 10234, qx = 1824, qy = 2071, qz = -12493
Linear Accel X = 104, Y = 188, Z = 0, qw = 10222, qx = 1702, qy = 2067, qz = -12521
Linear Accel X = 91, Y = 183, Z = -33, qw = 10209, qx = 1569, qy = 2061, qz = -12550
Linear Accel X = 58, Y = 184, Z = -11, qw = 10188, qx = 1350, qy = 2034, qz = -12597
Linear Accel X = 19, Y = 51, Z = 80, qw = 10196, qx = 1242, qy = 2051, qz = -12599
Linear Accel X = 152, Y = 321, Z = -41, qw = 10262, qx = 1155, qy = 2094, qz = -12546
Linear Accel X = 78, Y = 356, Z = 1, qw = 10312, qx = 993, qy = 2039, qz = -12528
Linear Accel X = 73, Y = 270, Z = 147, qw = 10426, qx = 650, qy = 1763, qz = -12498
Linear Accel X = 162, Y = 318, Z = 32, qw = 10517, qx = 452, qy = 1517, qz = -12463
Linear Accel X = 84, Y = 170, Z = -45, qw = 10578, qx = 275, qy = 1243, qz = -12446
Linear Accel X = 19, Y = 176, Z = 18, qw = 10627, qx = 31, qy = 982, qz = -12432
Linear Accel X = -39, Y = 311, Z = 85, qw = 10634, qx = -47, qy = 888, qz = -12432
Linear Accel X = 53, Y = 233, Z = -1, qw = 10685, qx = -11, qy = 810, qz = -12394
Linear Accel X = 100, Y = 151, Z = 0, qw = 10765, qx = 25, qy = 719, qz = -12330
Linear Accel X = 120, Y = 96, Z = -89, qw = 10872, qx = 126, qy = 675, qz = -12238
Linear Accel X = 110, Y = 142, Z = -102, qw = 10950, qx = 143, qy = 698, qz = -12166
Linear Accel X = 150, Y = 220, Z = 20, qw = 11065, qx = 90, qy = 680, qz = -12064
Linear Accel X = 187, Y = 186, Z = 24, qw = 11196, qx = 12, qy = 616, qz = -11946
Linear Accel X = 205, Y = 115, Z = -72, qw = 11374, qx = -79, qy = 505, qz = -11781
Linear Accel X = 176, Y = 143, Z = -47, qw = 11481, qx = -134, qy = 442, qz = -11679
Linear Accel X = 205, Y = 146, Z = -67, qw = 11616, qx = -210, qy = 373, qz = -11547
Linear Accel X = 226, Y = 149, Z = -101, qw = 11861, qx = -414, qy = 269, qz = -11292
Linear Accel X = 286, Y = 128, Z = -8, qw = 12019, qx = -609, qy = 204, qz = -11116
Linear Accel X = 343, Y = 79, Z = 52, qw = 12139, qx = -823, qy = 143, qz = -10972
Linear Accel X = 274, Y = 134, Z = 48, qw = 12248, qx = -1064, qy = 55, qz = -10830
Linear Accel X = 222, Y = 195, Z = 104, qw = 12446, qx = -1489, qy = -196, qz = -10549
Linear Accel X = 239, Y = 172, Z = 74, qw = 12544, qx = -1743, qy = -435, qz = -10386
Linear Accel X = 475, Y = 57, Z = 74, qw = 12593, qx = -1982, qy = -676, qz = -10269
Linear Accel X = 258, Y = 271, Z = 122, qw = 12621, qx = -2309, qy = -944, qz = -10145
Linear Accel X = 106, Y = 250, Z = 211, qw = 12631, qx = -2702, qy = -1496, qz = -9968
Linear Accel X = 150, Y = 151, Z = 77, qw = 12617, qx = -2706, qy = -1789, qz = -9937
Linear Accel X = 288, Y = 103, Z = -87, qw = 12597, qx = -2637, qy = -1994, qz = -9941
Linear Accel X = 134, Y = 134, Z = -206, qw = 12606, qx = -2642, qy = -2367, qz = -9846
Linear Accel X = 157, Y = 121, Z = -170, qw = 12659, qx = -2726, qy = -2627, qz = -9687
Linear Accel X = 230, Y = 93, Z = -171, qw = 12717, qx = -2829, qy = -2840, qz = -9521
Linear Accel X = 222, Y = 111, Z = -244, qw = 12780, qx = -2918, qy = -2988, qz = -9363
Linear Accel X = 267, Y = 192, Z = -158, qw = 12884, qx = -3022, qy = -3161, qz = -9127
Linear Accel X = 272, Y = 141, Z = -208, qw = 12934, qx = -3005, qy = -3246, qz = -9031
Linear Accel X = 223, Y = 36, Z = -251, qw = 12977, qx = -2943, qy = -3294, qz = -8974
Linear Accel X = 245, Y = 154, Z = -215, qw = 13032, qx = -2893, qy = -3299, qz = -8908
Linear Accel X = 265, Y = 139, Z = -217, qw = 13097, qx = -2861, qy = -3363, qz = -8798
Linear Accel X = 236, Y = 85, Z = -82, qw = 13102, qx = -2841, qy = -3457, qz = -8760
Linear Accel X = 190, Y = 9, Z = -127, qw = 13112, qx = -2798, qy = -3476, qz = -8752
Linear Accel X = 225, Y = 62, Z = -123, qw = 13192, qx = -2782, qy = -3427, qz = -8657
Linear Accel X = 295, Y = 128, Z = -106, qw = 13251, qx = -2784, qy = -3419, qz = -8568
Linear Accel X = 359, Y = 114, Z = -120, qw = 13283, qx = -2770, qy = -3456, qz = -8508
Linear Accel X = 267, Y = 68, Z = -17, qw = 13304, qx = -2728, qy = -3497, qz = -8472
Linear Accel X = 292, Y = 42, Z = -69, qw = 13325, qx = -2540, qy = -3526, qz = -8486
Linear Accel X = 264, Y = -21, Z = -90, qw = 13312, qx = -2363, qy = -3520, qz = -8558
Linear Accel X = 256, Y = -59, Z = -110, qw = 13312, qx = -2205, qy = -3505, qz = -8607
Linear Accel X = 262, Y = -38, Z = -108, qw = 13333, qx = -2076, qy = -3499, qz = -8609
Linear Accel X = 259, Y = -25, Z = -85, qw = 13364, qx = -1920, qy = -3511, qz = -8591
Linear Accel X = 253, Y = -90, Z = -160, qw = 13383, qx = -1806, qy = -3496, qz = -8593
Linear Accel X = 199, Y = -20, Z = -126, qw = 13398, qx = -1728, qy = -3466, qz = -8598
Linear Accel X = 166, Y = 0, Z = -110, qw = 13423, qx = -1649, qy = -3416, qz = -8594
Linear Accel X = 198, Y = 18, Z = 0, qw = 13456, qx = -1573, qy = -3379, qz = -8573
Linear Accel X = 383, Y = 6, Z = -10, qw = 13501, qx = -1482, qy = -3309, qz = -8545
Linear Accel X = 377, Y = -28, Z = -114, qw = 13548, qx = -1401, qy = -3224, qz = -8516
Linear Accel X = 262, Y = 22, Z = -46, qw = 13590, qx = -1349, qy = -3185, qz = -8473
Linear Accel X = 260, Y = 37, Z = -72, qw = 13604, qx = -1271, qy = -3165, qz = -8470
Linear Accel X = 123, Y = 31, Z = -95, qw = 13594, qx = -1134, qy = -3138, qz = -8515
Linear Accel X = 54, Y = -100, Z = -178, qw = 13594, qx = 31790, qy = -3089, qz = -8552
Linear Accel X = 224, Y = 43, Z = -59, qw = 13659, qx = -787, qy = -2914, qz = -8529
Linear Accel X = 369, Y = -50, Z = 17, qw = 13687, qx = -605, qy = -2735, qz = -8559
Linear Accel X = 299, Y = -234, Z = -118, qw = 13713, qx = -345, qy = -2405, qz = -8631
Linear Accel X = 253, Y = -120, Z = -198, qw = 13747, qx = 56, qy = -1703, qz = -8750
Linear Accel X = 224, Y = -63, Z = -156, qw = 13708, qx = 312, qy = -1264, qz = -8879
Linear Accel X = 133, Y = -20, Z = 27, qw = 13603, qx = 543, qy = -884, qz = -9073
Linear Accel X = 185, Y = 53, Z = 59, qw = 13465, qx = 786, qy = -543, qz = -9286
Linear Accel X = 162, Y = -19, Z = -31, qw = 13263, qx = 1140, qy = -121, qz = -9550
Linear Accel X = 170, Y = -100, Z = 11, qw = 13165, qx = 1344, qy = 147, qz = -9658
Linear Accel X = 246, Y = -2, Z = -13, qw = 13093, qx = 1547, qy = 415, qz = -9718
Linear Accel X = 190, Y = -119, Z = -121, qw = 13016, qx = 1733, qy = 608, qz = -9781
Linear Accel X = 270, Y = -112, Z = -100, qw = 12932, qx = 1869, qy = 901, qz = -9843
Linear Accel X = 281, Y = -19, Z = 165, qw = 12894, qx = 1846, qy = 1088, qz = -9878
Linear Accel X = 277, Y = -26, Z = 102, qw = 12829, qx = 1871, qy = 1261, qz = -9938
Linear Accel X = 254, Y = -41, Z = 18, qw = 12692, qx = 1966, qy = 1430, qz = -10072
Linear Accel X = 104, Y = 5, Z = 68, qw = 12601, qx = 1979, qy = 1415, qz = -10184
Linear Accel X = 103, Y = -6, Z = -19, qw = 12510, qx = 1997, qy = 1370, qz = -10299
Linear Accel X = 104, Y = -54, Z = -107, qw = 12417, qx = 2040, qy = 1363, qz = -10404
Linear Accel X = 174, Y = 89, Z = 31, qw = 12319, qx = 2009, qy = 1396, qz = -10522
Linear Accel X = 168, Y = -14, Z = -1, qw = 12221, qx = 2057, qy = 1435, qz = -10621
Linear Accel X = 194, Y = -10, Z = -101, qw = 12103, qx = 2138, qy = 1523, qz = -10726
Linear Accel X = 87, Y = 57, Z = -66, qw = -20773, qx = 2163, qy = 1636, qz = -10826
Linear Accel X = 39, Y = 56, Z = 75, qw = 11829, qx = 2172, qy = 1792, qz = -10981
Linear Accel X = 129, Y = 71, Z = -7, qw = 11696, qx = 2275, qy = 1962, qz = -11074
Linear Accel X = 218, Y = 9, Z = -53, qw = 11565, qx = 2388, qy = 2153, qz = -11151
Linear Accel X = 281, Y = 95, Z = 83, qw = 11402, qx = 2345, qy = 2365, qz = -11284
Linear Accel X = 328, Y = 65, Z = 220, qw = 11289, qx = 2252, qy = 2426, qz = -11403
Linear Accel X = 192, Y = 106, Z = 92, qw = 11150, qx = 2183, qy = 2444, qz = -11549
Linear Accel X = 112, Y = 110, Z = 16, qw = 11000, qx = 2102, qy = 2442, qz = -11707
Linear Accel X = 170, Y = 225, Z = 140, qw = 10806, qx = 1907, qy = 2415, qz = -11924
Linear Accel X = 255, Y = 162, Z = 106, qw = 10664, qx = 1778, qy = 2362, qz = -12082
Linear Accel X = 197, Y = 187, Z = 108, qw = 10530, qx = 1609, qy = 2277, qz = -12238
Linear Accel X = 205, Y = 161, Z = 106, qw = 10398, qx = 1420, qy = 2176, qz = -12393
Linear Accel X = 244, Y = 208, Z = -19, qw = 10192, qx = 1155, qy = 2009, qz = -12617
Linear Accel X = 202, Y = 229, Z = -11, qw = 10025, qx = 927, qy = 1842, qz = -12793
Linear Accel X = 108, Y = 271, Z = 52, qw = 9854, qx = 629, qy = 1607, qz = -12975
